"Reino","Filo","Classe","Ordem","Familia","Genero","Especie","Subespecie","Nome_Cientifico_Anterior","Autor","Nome_Comum","Grupo","Mes_Ano_Avaliacao","Categoria","Possivemente_Extinta","Criterio","Justificativa","Endemica_Brasil","Consta_em_Lista_Nacional_Oficial","Estado","Regiao","Bioma","Bacia_Hidrografica","Unidade_de_Conservacao_Federal","Unidade_de_Conservacao_Estadual","RPPN","Migratoria","Tendencia_Populacional","Ameaca","Uso","Acao_Conservacao","Plano_de_Acao","Listas_e_Convencoes","Altitude_min_max_","Barimetria_min_max_"
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Geotrigona","Geotrigona fulvohirta","","Geotrigona fulvohirta","(Friese, 1900)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Geotrigona fulvohirta ocorre na Colômbia, Bolívia, Peru, Equador e Brasil, sendo registrada nos estados do Acre e Amazonas. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, G. fulvohirta foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas","|Norte|","Amazônia","","RESEX Alto Juruá","","","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Melipona","Melipona orbignyi","","Melipona orbignyi","(Guérin, 1844)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Melipona orbignyi ocorre no Paraguai e Brasil, onde ocorre nos estados do Mato Grosso do Sul, Mato Grosso e Tocantins. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, M. orbignyi foi categorizada como Menos Preocupante (LC).","Não","Não","Mato Grosso, Mato Grosso do Sul, Tocantins","|Centro-Oeste|Norte|","Cerrado, Pantanal","Sub-bacia Araguaia","PARNA da Serra da Bodoquena","","RPPN Arara Azul, RPPN Fazendinha","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Tetragonisca","Tetragonisca angustula","","Tetragonisca angustula","(Latreille, 1811)","Abelha, Abelhas-ouro, Angelitas, Españolita, Ingleses, Jatahi, Jatahi-amarello, Jatai, Jatai-piqueno, Jatai-verdadeira, Jati, Jatihy, Jimerito, Maria-seca, Mariita, Mariola, Moça-branca, Mosquitinha-verdadeira, Mosquito-amarelo, My-krwàt, Ramichi-amarilla, Trez-portas, Virgencitas, Virginitas","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Tetragonisca angustula é amplamente registrada na região Neotropical ocorrendo em diversos países como Belize, Bolívia, Brasil, Colômbia, Costa Rica, Equador, Guatemala, Guiana, Honduras, Nicarágua, Panamá, Peru, Suriname, Venezuela e México. No Brasil é comum e pode ser encontrada em todas as regiões. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, T. angustula foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Bahia, Ceará, Distrito Federal, Espírito Santo, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Sul, Rondônia, Santa Catarina, São Paulo, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|Sul|","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pampa, Pantanal, Sistema Costeiro-Marinho","Sub-bacia Araguaia Sub-bacia Doce Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Gurupi Sub-bacia Iguaçu Sub-bacia Itapecuru Sub-bacia Itapecuru-Paraguaçu Sub-bacia Jaguaribe Sub-bacia Litoral AL PE PB Sub-bacia Litoral CE PB Sub-bacia Litoral RJ Sub-bacia Litoral RJ SP Sub-bacia Litoral SE Sub-bacia Litoral SP Sub-bacia Litoral SP PR SC Sub-bacia Madeira Sub-bacia Negro Sub-bacia Paraíba do Sul Sub-bacia Paranaíba Sub-bacia Paranapanema Sub-bacia Paraná RH1 Sub-bacia Parnaíba Médio Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Tocantins Alto Sub-bacia Tocantins Baixo Sub-bacia Uruguai Alto Sub-bacia Xingu","APA Bacia do Rio Paraíba do Sul, APA Cananéia-Iguape-Peruíbe, APA Carste da Lagoa Santa, APA Chapada do Araripe, APA do Morro da Pedreira, ARIE Cerrado Pé-de-Gigante, FLONA Assungui, FLONA Carajás, FLONA do Araripe-Apodi, FLONA do Rio Preto, MONA Pontões Capixabas, PARNA Araguaia, PARNA da Chapada Diamantina, PARNA da Serra do Cipó, PARNA da Serra do Gandarela, PARNA da Tijuca, PARNA de Boa Nova, PARNA do Monte Pascoal, PARNA dos Campos Ferruginosos, PARNA Iguaçu, PARNA Saint-Hilaire/Lange, PARNA São Joaquim, REBIO de Sooretama, REBIO Guaribas, REBIO União, REVIS Boa Nova","APA CABREUVA, APA ILHA COMPRIDA, APA MORRO DE SãO BENTO, APA PIRACICABA JUQUERí-MIRIM AREA II, APA SISTEMA CANTAREIRA, ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS, ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS, ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO, ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA DE ITAPARICA, ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA, ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ARIE DE SãO SEBASTIãO, ESTAÇÃO ECOLÓGICA JATAÍ, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DA ILHA DO CARDOSO, PARQUE ESTADUAL DA ILHA DO MEL, PARQUE ESTADUAL DA SERRA FURADA, PARQUE ESTADUAL DE ITABERABA, PARQUE ESTADUAL DE ITAPETINGA, PARQUE ESTADUAL DE VASSUNUNGA, PARQUE ESTADUAL DO LAJEADO, PARQUE ESTADUAL DO MORRO DO DIABO, PARQUE ESTADUAL DO PROSA, PARQUE ESTADUAL LAGOA DO CAJUEIRO, PARQUE ESTADUAL MATA SECA, PARQUE ESTADUAL RIO PRETO, PARQUE ESTADUAL SERRA DO ROLA MOÇA","RPPN Araçari, RPPN Arara Azul, RPPN Chakra Grisu, RPPN Estância Santa Inês, RPPN Fazenda Coqueiros, RPPN Fazenda Estância Dorochê, RPPN Fazenda HorII, RPPN Fazenda Paraíso, RPPN Jubran, RPPN Morro das Aranhas, RPPN Parque Ecológico ARTEX, RPPN Reserva Rizzieri, RPPN Sítio Curucutu, RPPN Sítio do Bananal","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Frieseomelitta","Frieseomelitta paranigra","","Frieseomelitta paranigra","(Schwarz, 1940)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Frieseomelitta paranigra ocorre na Guiana e Brasil, sendo registrada para os estados do Amazonas e Pará. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, F. paranigra foi categorizada como Menos Preocupante (LC).","Não","Não","Amazonas, Pará","|Norte|","Amazônia","Sub-bacia Negro Sub-bacia Paru","","","","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Paratrigona","Paratrigona prosopiformis","","Paratrigona prosopiformis","(Gribodo, 1893)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Paratrigona prosopiformis ocorre no Peru e Brasil, onde é registrada nos estados do Acre, Amazonas, Pará e Rondônia. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, P. prosopiformis foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Pará, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Negro Sub-bacia Tocantins Baixo","APA Tapajós, ESEC Cuniã, ESEC Juami-Japurá, FLONA Carajás, FLONA Tefé, RESEX Alto Juruá","FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MACHADO","","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Euglossa","Euglossa monnei","","","Nemésio, 2012","Abelhas das orquídeas","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Euglossa monnei é endêmica da Mata Atlântica com ocorrência nos estados de Alagoas, Bahia e Espírito Santo. Apesar dos impactos das ameaças incidentes em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, E. monnei foi categorizada como Menos Preocupante (LC).","Sim","Não","Alagoas, Bahia, Espírito Santo","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Doce Sub-bacia Itapecuru-Paraguaçu Sub-bacia Litoral AL PE PB","FLONA do Rio Preto, PARNA do Descobrimento, PARNA do Monte Pascoal, REBIO de Sooretama, REBIO de Una","ÁREA DE PROTEÇÃO AMBIENTAL DE MURICÍ","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Lestrimelitta","Lestrimelitta ciliata","","Lestrimelitta ciliata","Marchi & Melo, 2006","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Lestrimelitta ciliata é endêmica do Brasil, restrita ao estado do Pará. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, L. ciliata foi categorizada como Menos Preocupante (LC).","Sim","Não","Pará","|Norte|","Amazônia","Sub-bacia Tocantins Baixo","FLONA Carajás, FLONA Caxiuanã","","","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Exaerete","Exaerete salsai","","","Nemésio, 2011","Abelha das orquídeas","Invertebrados Terrestres","07/2021","Quase Ameaçada","","","Exaerete salsai é endêmica do Brasil em áreas de Mata Atlântica. Ela ocorre no sul da Bahia, nordeste de Minas Gerais e norte do Espírito Santo. Sua extensão de ocorrência (EOO) foi calculada em 27.000 km2. A espécie está associada às áreas de floresta úmida no domínio da Mata Atlântica. Essa região passa por intenso processo de transformação e substituição da paisagem natural promovidas, principalmente, pela expansão das atividades agrícolas, pecuária, silvicultura e urbanas. Considerando a baixa capacidade de dispersão da espécie, acredita-se de que atual fragmentação do habitat remanescente reflete-se em severa fragmentação da sua população. Por aproximar-se de Vulnerável (VU) pelo critério B1ab(iii), E. salsai foi categorizada como Quase Ameaçada (NT).","Sim","Não","Bahia, Espírito Santo, Minas Gerais","|Nordeste|Sudeste|","Mata Atlântica","Sub-bacia Doce Sub-bacia Itapecuru-Paraguaçu","PARNA do Descobrimento, PARNA do Monte Pascoal","REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS","RPPN Ouro Verde","Não","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Scaptotrigona","Scaptotrigona postica","","Scaptotrigona postica","(Latreille, 1807)","Abelha, Canudo, Mandaguari, Tima-amarela","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Scaptotrigona postica ocorre na Bolívia, Peru e Brasil, sendo registrada nos estados da Bahia, Ceará, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Pernambuco, Piauí, São Paulo, e Tocantins. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, S. postica foi categorizada como Menos Preocupante (LC).","Não","Não","Bahia, Ceará, Distrito Federal, Goiás, Maranhão, Mato Grosso, Mato Grosso do Sul, Minas Gerais, Pará, Pernambuco, Piauí, São Paulo, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Caatinga, Cerrado, Mata Atlântica, Pantanal","Sub-bacia Araguaia Sub-bacia Doce Sub-bacia Grande Sub-bacia Mearim Sub-bacia Paranaíba Sub-bacia Paraná RH1 Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Tocantins Alto Sub-bacia Tocantins Baixo","APA Planalto Central, FLONA Carajás, PARNA dos Campos Ferruginosos","APA JUNDIAí, Área de Proteção Ambiental Jalapão, PARQUE ESTADUAL LAGOA DO CAJUEIRO","RPPN Estância Santa Inês, RPPN Sítio Curucutu","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Trigona","Trigona crassipes","","Trigona crassipes","(Fabricius, 1793)","Abelha, Fisi-wasi-wasi-oni, Sombra-de-sucha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Trigona crassipes é amplamente distribuída na América do Sul, ocorrendo na Bolívia, Colômbia, Equador, Guiana Francesa, Guiana, Peru, Suriname e Brasil, onde é registrada nos estados do Acre, Amazonas, Amapá, Mato Grosso, Pará, Rondônia e Roraima. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, T. crassipes foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amapá, Amazonas, Mato Grosso, Pará, Rondônia, Roraima","|Centro-Oeste|Norte|","Amazônia, Cerrado","Sub-bacia Araguaia Sub-bacia Madeira Sub-bacia Negro Sub-bacia Tocantins Baixo","ESEC Juami-Japurá, RESEX Alto Juruá, RESEX Lago do Cuniã, RESEX Rio Unini","ÁREA DE PROTEÇÃO AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA, ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES","RPPN Adão e Eva, RPPN Laço de Amor, RPPN Seringal Assunção","Desconhecido","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Scaptotrigona","Scaptotrigona bipunctata","","Scaptotrigona bipunctata","(Lepeletier, 1836)","Abelha, Canudo, Tapesuá, Tubuna","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Scaptotrigona bipunctata ocorre na Bolívia, Paraguai, Peru e Brasil, sendo registrada nos estados de Minas Gerais, Rio de Janeiro, São Paulo, Paraná, Santa Catarina e Rio Grande do Sul. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, S. bipunctata foi categorizada como Menos Preocupante (LC).","Não","Não","Minas Gerais, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo","|Sudeste|Sul|","Cerrado, Mata Atlântica, Pampa","Sub-bacia Doce Sub-bacia Grande Sub-bacia Guaíba Sub-bacia Iguaçu Sub-bacia Litoral RJ SP Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia Paranapanema Sub-bacia São Francisco Alto Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Uruguai Alto","APA Cananéia-Iguape-Peruíbe, APA Petrópolis, FLONA Assungui, FLONA Três Barras, PARNA da Serra do Gandarela, PARNA da Serra do Itajaí, PARNA da Serra dos Órgãos, PARNA São Joaquim","ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO PANDEIROS, ÁREA DE PROTEÇÃO AMBIENTAL COCHÁ E GIBÃO, ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA, ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH, ESTAÇÃO ECOLÓGICA JATAÍ, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, PARQUE ESTADUAL DA CANTAREIRA, PARQUE ESTADUAL DA SERRA FURADA, PARQUE ESTADUAL SERRA DO ROLA MOÇA","RPPN Morro das Aranhas, RPPN Parque Ecológico ARTEX, RPPN Rancho Mira-Serra, RPPN Reserva Particular Professor Delmar Harry dos Reis, RPPN Sítio Curucutu","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Trigona","Trigona chanchamayoensis","","Trigona chanchamayoensis","Schwarz, 1948","Abelha, Arapuá-amarelo-menor, Cupira, Imrê-ti-re","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Trigona chanchamayoensis é amplamente distribuída na Amazônia, ocorrendo na Bolívia, Colômbia, Equador, Peru e Brasil, onde é registrada nos estados do Acre, Amazonas, Mato Grosso do Sul, Mato Grosso, Pará e Rondônia. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, T. chanchamayoensis foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Amazonas, Mato Grosso, Mato Grosso do Sul, Pará, Rondônia","|Centro-Oeste|Norte|","Amazônia, Cerrado, Pantanal","Sub-bacia Madeira Sub-bacia Tocantins Baixo Sub-bacia Xingu","ESEC Cuniã, FLONA Carajás, FLONA do Tapajós, PARNA dos Campos Ferruginosos, RESEX Lago do Cuniã, RESEX Rio Ouro Preto","PARQUE ESTADUAL CHANDLESS, PARQUE ESTADUAL DE GUAJARÁ-MIRIM, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CUJUBIM","RPPN Arara Azul, RPPN Paculândia","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Tetragonisca","Tetragonisca weyrauchi","","Tetragonisca weyrauchi","(Schwarz, 1943)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Tetragonisca weyrauchi ocorre na Bolívia, Peru e Brasil, sendo registrada nos estados do Acre e Rondônia. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, T. weyrauchi foi categorizada como Menos Preocupante (LC).","Não","Não","Acre, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira","","","","Desconhecido","Desconhecida","","1 - Alimentação humana|1.4 - Produção de mel e subprodutos","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Partamona","Partamona criptica","","Partamona criptica","Pedro & Camargo, 2003","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Partamona criptica é endêmica do Brasil com registro nos estados do Espírito Santo, Minas Gerais, Rio de Janeiro e São Paulo. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, P. criptica foi categorizada como Menos Preocupante (LC).","Sim","Não","Espírito Santo, Minas Gerais, Rio de Janeiro, São Paulo","|Sudeste|","Cerrado, Mata Atlântica","Sub-bacia Doce Sub-bacia Grande Sub-bacia Paraíba do Sul Sub-bacia São Francisco Alto Sub-bacia Tietê","PARNA de Itatiaia","PARQUE ESTADUAL DO LIMOEIRO","","","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 7 - Modificações nos sistemas naturais|7.3 - Outras modificações nos ecossistemas","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Celetrigona","Celetrigona hirsuticornis","","Celetrigona hirsuticornis","Camargo & Pedro, 2009","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Celetrigona hirsuticornis é endêmica do Brasil e ocorre nos estados do Acre, Amazonas, Mato Grosso e Rondônia. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, C. hirsuticornis foi categorizada como Menos Preocupante (LC).","Sim","Não","Acre, Amazonas, Mato Grosso, Rondônia","|Centro-Oeste|Norte|","Amazônia, Cerrado","Sub-bacia Madeira","RESEX Alto Juruá","","RPPN Seringal Assunção","Não","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Plebeia","Plebeia wittmanni","","Plebeia wittmanni","Moure & Camargo, 1989","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Plebeia wittmanni ocorre no Uruguai, Argentina e Brasil, sendo registrada apenas no Rio Grande do Sul. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, P. wittmanni foi categorizada como Menos Preocupante (LC).","Não","Não","Rio Grande do Sul","|Sul|","Mata Atlântica, Pampa","Sub-bacia Guaíba","","ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE","","Desconhecido","Desconhecida","1 - Desenvolvimento residencial e comercial|1.1 - Expansão urbana 2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Lestrimelitta","Lestrimelitta glaberrima","","Lestrimelitta glaberrima","Oliveira & Marchi, 2005","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Lestrimelitta glaberrima ocorre na Guiana Francesa e no Brasil, sendo restrita ao estado do Amapá. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, L. glaberrima foi categorizada como Menos Preocupante (LC).","Não","Não","Amapá","|Norte|","Amazônia","Sub-bacia Amapá Litoral","","","","Não","Desconhecida","","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Actenosigynes","Actenosigynes fulvoniger","","Actenosigynes fulvoniger","(Michener, 1989)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Actenosigynes fulvoniger é endêmica do Brasil com registro nos estados do Paraná, Santa Catarina e Rio Grande do Sul. Apesar das ameaças identificadas, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, A. fulvoniger foi categorizada como Menos Preocupante (LC).","Sim","Não","Paraná, Rio Grande do Sul, Santa Catarina","|Sul|","Mata Atlântica, Pampa","Sub-bacia Guaíba Sub-bacia Litoral RJ SP Sub-bacia Litoral SP PR SC","","","RPPN Rancho Mira-Serra","Não","Desconhecida","2 - Agropecuária e Aquacultura|2.2 - Silvicultura|2.2.3 - Plantações em escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Dolichotrigona","Dolichotrigona browni","","Dolichotrigona browni","Camargo & Pedro, 2005","Abelha","Invertebrados Terrestres","07/2021","Dados Insuficientes","","","Dolichotrigona browni ocorre na Bolívia, Equador, Peru e Brasil, onde foi registrada estados do Acre, Mato Grosso e Rondônia. Os últimos registros da espécie no Brasil datam da década de 1990. A região de ocorrência da espécie no Brasil encontra-se profundamente alterada nas últimas décadas sobretudo pela conversão de áreas naturais em áreas de pastagens e monoculturas, além da construção de reservatórios para a geração de energia (hidroelétricas). Não há informações disponíveis para inferir tendências populacionais e como os impactos das ameaças citadas afetam a espécie no Brasil e, por isso, não há como avaliar adequadamente seu risco de extinção. Portanto, Dolichotrigona browni foi categorizada como Dados Insuficientes (DD).","Não","Não","Acre, Mato Grosso, Rondônia","|Centro-Oeste|Norte|","Amazônia, Pantanal","Sub-bacia Madeira","","","RPPN Jubran","Desconhecido","Desconhecida","2 - Agropecuária e Aquacultura|2.1 - Culturas anuais e perenes não-madeireiras|2.1.4 - Agricultura de escala desconhecida 2 - Agropecuária e Aquacultura|2.3 - Pecuária|2.3.4 - Pecuária em escala desconhecida 3 - Produção energética e mineração|3.3 - Energia renovável|3.3.1 - Hidrelétricas","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Oxytrigona","Oxytrigona tataira","","Oxytrigona tataira","(Smith, 1863)","Abelha, atura, barra-fogo, botafogo, caga-fogo, cagafogo, eirá-tatá, ei-tata, eitátá, kangàrà-krá-kamrek, tataira","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Oxytrigona tataira ocorre na Bolívia, Argentina, Paraguai e Brasil, onde apresenta ampla distribuição, desde o Norte ao Sul do país. Apesar das ameaças identificadas em parte de sua distribuição, estas não colocam a espécie em risco de extinção no futuro próximo. Por isso, O. tataira foi categorizada como Menos Preocupante (LC).","Não","Não","Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Mato Grosso, Minas Gerais, Paraná, Piauí, Rio de Janeiro, Rio Grande do Norte, Santa Catarina, São Paulo","|Centro-Oeste|Nordeste|Sudeste|Sul|","Amazônia, Caatinga, Cerrado, Mata Atlântica","Sub-bacia Araguaia Sub-bacia Doce Sub-bacia Grande Sub-bacia Gurupi Sub-bacia Itapecuru-Paraguaçu Sub-bacia Litoral CE PB Sub-bacia Litoral CE PI Sub-bacia Litoral RJ Sub-bacia Litoral RJ SP Sub-bacia Litoral SP PR SC Sub-bacia Paraíba do Sul Sub-bacia Paranaíba Sub-bacia Paranapanema Sub-bacia Parnaíba Alto Sub-bacia São Francisco Médio Sub-bacia Tietê Sub-bacia Tocantins Alto","MONA Pontões Capixabas","ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES","RPPN CEFLUSMME, RPPN Morro do Curussu Mirim, RPPN Parque Ecológico ARTEX","Não","Desconhecida","11 - Mudanças e extremos climáticos|11.1 - Mudança/alteração de habitat","","","","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Trigonisca","Trigonisca ceophloei","","Trigonisca ceophloei","(Schwarz, 1938)","Abelha","Invertebrados Terrestres","07/2021","Menos Preocupante","","","Trigonisca ceophloei ocorre na Guiana e no Brasil, sendo registrada nos estados do Amazonas e Rondônia. Não foram identificadas ameaças que coloquem a espécie em risco de extinção no futuro próximo. Por isso, T. ceophloei foi categorizada como Menos Preocupante (LC).","Não","Não","Amazonas, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira Sub-bacia Negro","PARNA Anavilhanas","","","Desconhecido","Desconhecida","","","","","","",""
